Race,Gender,Age,Education,Party,Vote,Ideology,Income,Union,Athlete,Friend of Athlete,Region,Support for NCAA Athletes,Support for NCAA Administrators,Racial Resentment Score,Linked Fate Score,Treatment Group,Payment Score,Protest Score,Pandemic Score,Violation Response,Suspension Response,Draft Response,Compensation Response,Social Image Response,Pandemic Response,LF,RR
WHITE,MALE,FIFTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,8,0,Retail Control Group,-3,-2,3,X,X,X,X,X,X,MID,LOW
WHITE,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,YES,SOUTHEAST,SUPPORT,S_SUPPORT,5,0,Linked Fate Treatment Group,0,3,1,Y,Y,Y,Y,N,N,MID,MID
ASIAN,MALE,TWENTIES,ASSOC,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,1,6,Race Neutral Control Group,3,1,3,Y,Y,N,X,X,X,HIGH,MID
WHITE,MALE,FIFTIES,ASSOC,IND,YES,MOD,0 - 24k,NO,X,NO,MIDWEST,S_SUPPORT,OPPOSE,6,1,Race Neutral Control Group,3,3,-2,Y,N,N,X,X,X,MID,LOW
WHITE,MALE,TWENTIES,MAST,DEM,ND,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,SUPPORT,6,1,Linked Fate Treatment Group,-2,4,3,N,N,N,N,Y,N,MID,LOW
MIXED,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,3,6,Racial Resentment Treatment Group,-1,4,3,N,N,N,Y,N,N,HIGH,MID
WHITE,FEMALE,THIRTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,0,2,Retail Control Group,0,2,-2,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,YES,X,NO,WESTCOAST,NEITHER,SUPPORT,7,4,Race Neutral Control Group,1,2,1,Y,Y,N,X,X,X,MID,LOW
ASIAN,ND,TEENS,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,OPPOSE,4,4,Retail Control Group,1,2,3,X,X,X,X,X,X,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,0,3,Racial Resentment Treatment Group,2,2,2,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,FORTIES,BACH,REP,YES,CON,51k - 100k,NO,X,YES,WESTCOAST,SUPPORT,SUPPORT,4,1,Race Neutral Control Group,-3,-2,-3,Y,Y,N,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,YES,SOUTHEAST,NEITHER,SUPPORT,2,2,Racial Resentment Treatment Group,-2,3,2,N,N,N,X,N,N,MID,MID
WHITE,MALE,FIFTIES,HS_GED,REP,YES,CON,25k - 50k,NO,X,NO,NORTHEAST,S_OPPOSE,S_OPPOSE,2,-2,Retail Control Group,-3,0,-3,X,X,X,X,X,X,LOW,MID
WHITE,MALE,FORTIES,HS_GED,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-1,2,Linked Fate Treatment Group,-3,-1,0,Y,Y,Y,Y,N,N,MID,HIGH
MIXED,FEMALE,FIFTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,S_SUPPORT,NEITHER,5,6,Race Neutral Control Group,-1,4,2,X,N,N,X,X,X,HIGH,MID
BLACK,FEMALE,THIRTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,-2,Linked Fate Treatment Group,-2,2,-1,Y,Y,N,Y,N,N,LOW,MID
WHITE,FEMALE,THIRTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,-1,5,Race Neutral Control Group,1,4,3,Y,Y,N,X,X,X,MID,HIGH
WHITE,MALE,TWENTIES,ASSOC,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,2,7,Retail Control Group,1,4,-2,X,X,X,X,X,X,HIGH,MID
ND,ND,THIRTIES,MAST,IND,ND,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,1,0,Race Neutral Control Group,0,0,1,Y,X,N,X,X,X,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,NEITHER,OPPOSE,0,5,Race Neutral Control Group,0,3,3,N,N,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHWEST,NEITHER,OPPOSE,4,6,Racial Resentment Treatment Group,-3,4,3,Y,Y,Y,Y,N,N,HIGH,MID
MIXED,MALE,TWENTIES,BACH,DEM,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,2,6,Race Neutral Control Group,-2,1,3,X,N,N,X,X,X,HIGH,MID
HISP_LAT,FEMALE,THIRTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,5,6,Linked Fate Treatment Group,-1,4,3,Y,Y,N,N,N,N,HIGH,MID
WHITE,X,TWENTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,5,6,Retail Control Group,0,4,3,X,X,X,X,X,X,HIGH,MID
ASIAN,MALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,OPPOSE,2,4,Retail Control Group,0,3,2,X,X,X,X,X,X,MID,MID
WHITE,MALE,FORTIES,ASSOC,REP,NO,LIB,0 - 24k,NO,X,YES,MIDWEST,S_SUPPORT,S_SUPPORT,4,1,Racial Resentment Treatment Group,-3,0,-2,Y,Y,N,Y,N,N,MID,MID
HISP_LAT,MALE,TEENS,HS_GED,IND,YES,MOD,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,3,Retail Control Group,2,4,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,SOME_COLL,REP,NO,CON,0 - 24k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,-2,-1,Linked Fate Treatment Group,-3,3,3,Y,Y,Y,Y,N,N,LOW,HIGH
WHITE,MALE,THIRTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,SUPPORT,6,6,Racial Resentment Treatment Group,-1,4,3,Y,N,N,Y,N,N,HIGH,LOW
BLACK,MALE,TWENTIES,BACH,DEM,YES,MOD,500k+,NO,X,YES,MIDWEST,NEITHER,OPPOSE,3,0,Retail Control Group,0,-1,1,X,X,X,X,X,X,MID,MID
ASIAN,MALE,TEENS,ASSOC,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,6,Racial Resentment Treatment Group,2,4,3,Y,N,N,N,Y,N,HIGH,LOW
MIXED,OTHER,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,NEITHER,NEITHER,6,7,Retail Control Group,1,4,3,X,X,X,X,X,X,HIGH,LOW
MIXED,FEMALE,TWENTIES,BACH,IND,YES,LIB,25k - 50k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,1,3,Racial Resentment Treatment Group,-3,3,3,Y,Y,N,N,N,N,MID,MID
WHITE,MALE,TEENS,SOME_COLL,REP,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,SUPPORT,5,0,Retail Control Group,-3,1,2,X,X,X,X,X,X,MID,MID
BLACK,FEMALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,1,4,Racial Resentment Treatment Group,3,2,3,N,N,N,Y,N,N,MID,MID
BLACK,MALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,YES,SOUTHEAST,NEITHER,NEITHER,4,7,Retail Control Group,2,3,3,X,X,X,X,X,X,HIGH,MID
ASIAN,MALE,TWENTIES,BACH,DEM,NO,LIB,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,2,4,Linked Fate Treatment Group,0,4,2,Y,N,N,N,Y,N,MID,MID
WHITE,MALE,FIFTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,0,2,Racial Resentment Treatment Group,-1,-1,-1,N,N,N,Y,Y,Y,MID,MID
WHITE,MALE,THIRTIES,HS_GED,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,5,Retail Control Group,1,3,3,X,X,X,X,X,X,MID,LOW
ASIAN,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,301k - 500k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,3,2,Race Neutral Control Group,0,3,2,Y,Y,N,X,X,X,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,S_SUPPORT,OPPOSE,0,4,Linked Fate Treatment Group,2,3,0,Y,N,N,Y,Y,N,MID,MID
BLACK,MALE,THIRTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,YES,WESTCOAST,S_SUPPORT,SUPPORT,4,-1,Linked Fate Treatment Group,-1,3,3,N,N,N,Y,Y,N,LOW,MID
WHITE,MALE,TWENTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,-1,0,Race Neutral Control Group,0,2,2,X,N,N,X,X,X,MID,HIGH
WHITE,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,1,-1,Race Neutral Control Group,1,0,2,N,N,N,X,X,X,LOW,MID
WHITE,FEMALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,1,Linked Fate Treatment Group,-1,4,1,Y,Y,N,N,N,N,MID,MID
HISP_LAT,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,1,6,Race Neutral Control Group,0,3,3,Y,N,N,X,X,X,HIGH,MID
BLACK,MALE,FORTIES,MAST,REP,YES,CON,51k - 100k,YES,X,NO,WESTCOAST,S_SUPPORT,S_SUPPORT,5,4,Race Neutral Control Group,3,1,3,X,Y,N,X,X,X,MID,MID
ASIAN,FEMALE,TWENTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,SUPPORT,OPPOSE,6,7,Linked Fate Treatment Group,-1,4,3,Y,Y,Y,Y,N,N,HIGH,LOW
WHITE,MALE,FORTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,YES,SOUTHWEST,S_SUPPORT,NEITHER,6,6,Linked Fate Treatment Group,-1,4,0,Y,N,N,N,Y,N,HIGH,LOW
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,1,3,Racial Resentment Treatment Group,-1,3,2,N,N,N,N,N,N,MID,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,CON,301k - 500k,YES,X,YES,NORTHWEST,SUPPORT,SUPPORT,4,-1,Racial Resentment Treatment Group,2,1,-2,N,N,N,N,Y,N,LOW,MID
ASIAN,MALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,6,3,Linked Fate Treatment Group,-1,3,2,N,N,Y,N,Y,N,MID,LOW
HISP_LAT,MALE,TEENS,HS_GED,REP,YES,CON,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,-2,-1,Linked Fate Treatment Group,-1,-4,-1,Y,Y,N,Y,N,Y,LOW,HIGH
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,6,-1,Race Neutral Control Group,1,-1,3,Y,N,N,X,X,X,LOW,LOW
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,S_SUPPORT,5,4,Retail Control Group,0,3,-2,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,PROF,REP,YES,CON,0 - 24k,YES,X,YES,SOUTHWEST,S_SUPPORT,SUPPORT,1,-1,Race Neutral Control Group,1,-2,-1,Y,Y,N,X,X,X,LOW,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,IND,YES,LIB,0 - 24k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,-1,4,Racial Resentment Treatment Group,1,4,3,Y,Y,Y,X,N,N,MID,HIGH
WHITE,MALE,FORTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,NEITHER,OPPOSE,0,5,Retail Control Group,-2,4,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,-2,3,Racial Resentment Treatment Group,-3,-1,3,Y,Y,N,Y,N,N,MID,HIGH
ASIAN,FEMALE,TWENTIES,MAST,DEM,YES,LIB,0 - 24k,NO,X,YES,MIDWEST,NEITHER,NEITHER,6,6,Racial Resentment Treatment Group,0,4,3,Y,Y,N,Y,Y,N,HIGH,LOW
WHITE,MALE,FORTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,-2,Linked Fate Treatment Group,-3,-2,-3,Y,Y,Y,Y,N,Y,LOW,MID
BLACK,MALE,TWENTIES,SOME_COLL,IND,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,1,2,Race Neutral Control Group,-1,3,2,N,N,N,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,301k - 500k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,7,4,Racial Resentment Treatment Group,0,-1,2,N,N,N,N,Y,Y,MID,LOW
BLACK,FEMALE,TWENTIES,SOME_COLL,IND,YES,MOD,0 - 24k,NO,X,YES,WESTCOAST,S_SUPPORT,S_SUPPORT,-1,0,Racial Resentment Treatment Group,-3,3,-3,Y,X,N,N,X,N,MID,HIGH
WHITE,OTHER,THIRTIES,ASSOC,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,SUPPORT,OPPOSE,6,6,Race Neutral Control Group,2,4,2,X,N,N,X,X,X,HIGH,LOW
MIXED,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHEAST,S_SUPPORT,NEITHER,6,3,Race Neutral Control Group,1,4,3,X,N,N,X,X,X,MID,LOW
BLACK,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,YES,WESTCOAST,SUPPORT,SUPPORT,7,3,Race Neutral Control Group,3,2,-2,Y,N,N,X,X,X,MID,LOW
MIXED,FEMALE,THIRTIES,MAST,REP,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,-1,0,Race Neutral Control Group,0,0,2,Y,Y,N,X,X,X,MID,HIGH
WHITE,MALE,THIRTIES,SOME_COLL,IND,YES,CON,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,1,0,Linked Fate Treatment Group,-3,1,2,Y,Y,Y,Y,N,Y,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,REP,YES,CON,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,3,3,Linked Fate Treatment Group,0,0,0,Y,Y,Y,N,N,N,MID,MID
WHITE,FEMALE,THIRTIES,SOME_COLL,REP,YES,MOD,500k+,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,-1,4,Racial Resentment Treatment Group,-1,2,-3,Y,Y,Y,Y,N,N,MID,HIGH
MIXED,MALE,TWENTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,4,1,Retail Control Group,-1,2,-2,X,X,X,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,DEM,YES,MOD,0 - 24k,NO,X,NO,NORTHWEST,SUPPORT,NEITHER,4,5,Linked Fate Treatment Group,0,3,1,N,N,N,N,N,N,MID,MID
HISP_LAT,MALE,FORTIES,MAST,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,S_SUPPORT,SUPPORT,-1,4,Racial Resentment Treatment Group,-3,0,3,Y,Y,Y,Y,N,N,MID,HIGH
BLACK,MALE,THIRTIES,BACH,REP,YES,LIB,51k - 100k,YES,X,NO,NORTHEAST,OPPOSE,OPPOSE,8,0,Linked Fate Treatment Group,2,3,3,Y,N,Y,N,Y,N,MID,LOW
WHITE,MALE,THIRTIES,BACH,REP,YES,MOD,51k - 100k,YES,X,NO,MIDWEST,SUPPORT,NEITHER,-3,3,Retail Control Group,0,0,2,X,X,X,X,X,X,MID,HIGH
BLACK,MALE,THIRTIES,MAST,REP,ND,CON,X,X,X,NO,X,SUPPORT,SUPPORT,4,2,Racial Resentment Treatment Group,-1,-1,1,Y,Y,N,Y,Y,N,MID,MID
HISP_LAT,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,YES,X,NO,WESTCOAST,S_SUPPORT,S_SUPPORT,1,4,Linked Fate Treatment Group,-1,0,1,Y,Y,Y,Y,N,Y,MID,MID
BLACK,MALE,THIRTIES,SOME_COLL,IND,YES,MOD,25k - 50k,YES,X,NO,SOUTHEAST,NEITHER,OPPOSE,0,6,Racial Resentment Treatment Group,3,4,3,X,X,X,X,X,N,HIGH,MID
WHITE,MALE,FORTIES,MAST,DEM,YES,LIB,500k+,YES,X,NO,MIDWEST,S_SUPPORT,SUPPORT,6,3,Retail Control Group,2,1,0,X,X,X,X,X,X,MID,LOW
ASIAN,MALE,TWENTIES,BACH,IND,YES,MOD,301k - 500k,NO,X,NO,SOUTHEAST,S_SUPPORT,S_OPPOSE,0,5,Racial Resentment Treatment Group,-1,3,-1,X,N,N,N,N,N,MID,MID
MIXED,FEMALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,7,Race Neutral Control Group,2,3,3,Y,Y,N,X,X,X,HIGH,LOW
WHITE,FEMALE,TWENTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,MIDATLANTIC,SUPPORT,SUPPORT,0,2,Race Neutral Control Group,-2,-2,-3,Y,N,N,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,YES,SOUTHWEST,SUPPORT,SUPPORT,0,4,Racial Resentment Treatment Group,0,3,-2,Y,N,N,N,N,N,MID,MID
WHITE,FEMALE,THIRTIES,SOME_COLL,IND,YES,MOD,X,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-4,2,Race Neutral Control Group,1,3,-1,N,N,N,X,X,X,MID,HIGH
WHITE,FEMALE,THIRTIES,PROF,REP,YES,CON,0 - 24k,YES,X,YES,NORTHWEST,S_SUPPORT,S_SUPPORT,2,4,Linked Fate Treatment Group,-1,-1,1,Y,Y,Y,Y,N,N,MID,MID
WHITE,FEMALE,FIFTIES,BACH,DEM,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,6,Linked Fate Treatment Group,-3,2,3,Y,Y,N,Y,N,N,HIGH,MID
WHITE,OTHER,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,S_OPPOSE,S_OPPOSE,6,4,Racial Resentment Treatment Group,-3,0,3,N,N,N,N,Y,N,MID,LOW
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,YES,X,YES,SOUTHWEST,SUPPORT,SUPPORT,4,2,Race Neutral Control Group,1,2,0,Y,N,N,X,X,X,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,DEM,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,SUPPORT,3,0,Retail Control Group,-1,3,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,SIXTIES,ASSOC,REP,YES,CON,25k - 50k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,0,-2,Linked Fate Treatment Group,-2,0,-2,N,N,N,N,Y,Y,LOW,MID
ASIAN,MALE,TWENTIES,SOME_COLL,IND,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,SUPPORT,OPPOSE,0,6,Linked Fate Treatment Group,0,4,3,Y,Y,N,N,N,N,HIGH,MID
WHITE,FEMALE,THIRTIES,PROF,REP,YES,CON,0 - 24k,YES,X,YES,SOUTHWEST,SUPPORT,NEITHER,0,3,Retail Control Group,1,-3,1,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,MIDWEST,S_SUPPORT,SUPPORT,7,-1,Retail Control Group,1,1,2,X,X,X,X,X,X,LOW,LOW
WHITE,MALE,SEVENTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,S_SUPPORT,NEITHER,4,5,Retail Control Group,3,4,3,X,X,X,X,X,X,MID,MID
HISP_LAT,MALE,TWENTIES,HS_GED,DEM,NO,LIB,25k - 50k,NO,X,YES,WESTCOAST,S_SUPPORT,OPPOSE,3,2,Race Neutral Control Group,3,3,-2,X,N,N,X,X,X,MID,MID
BLACK,MALE,TWENTIES,BACH,IND,YES,LIB,25k - 50k,NO,X,YES,SOUTHWEST,SUPPORT,SUPPORT,6,4,Retail Control Group,0,3,2,X,X,X,X,X,X,MID,LOW
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,SOUTHEAST,S_SUPPORT,S_SUPPORT,9,4,Race Neutral Control Group,3,0,1,X,N,N,X,X,X,MID,LOW
WHITE,MALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,OPPOSE,4,2,Racial Resentment Treatment Group,0,4,3,Y,N,Y,Y,Y,Y,MID,MID
WHITE,FEMALE,TWENTIES,BACH,IND,YES,LIB,0 - 24k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,5,5,Racial Resentment Treatment Group,-2,4,3,Y,Y,N,N,N,N,MID,MID
WHITE,FEMALE,FIFTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,4,2,Linked Fate Treatment Group,-3,3,3,Y,Y,Y,Y,N,N,MID,MID
BLACK,MALE,THIRTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,5,Racial Resentment Treatment Group,1,4,3,Y,Y,N,Y,N,N,MID,MID
BLACK,MALE,TWENTIES,BACH,REP,YES,MOD,301k - 500k,YES,X,YES,WESTCOAST,SUPPORT,OPPOSE,7,6,Racial Resentment Treatment Group,2,-1,3,Y,Y,Y,Y,N,N,HIGH,LOW
WHITE,MALE,THIRTIES,SOME_COLL,REP,YES,CON,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,-3,3,Retail Control Group,-3,-2,-1,X,X,X,X,X,X,MID,HIGH
WHITE,FEMALE,TWENTIES,SOME_COLL,IND,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,5,Racial Resentment Treatment Group,1,4,3,N,N,N,Y,Y,N,MID,LOW
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,YES,NORTHEAST,NEITHER,NEITHER,0,7,Retail Control Group,3,4,3,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,TWENTIES,MAST,IND,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,5,5,Race Neutral Control Group,2,-1,3,Y,Y,N,X,X,X,MID,MID
BLACK,FEMALE,TEENS,HS_GED,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,6,6,Racial Resentment Treatment Group,0,3,2,Y,Y,N,Y,Y,N,HIGH,LOW
MIXED,FEMALE,THIRTIES,MAST,IND,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,NEITHER,NEITHER,6,7,Retail Control Group,2,3,2,X,X,X,X,X,X,HIGH,LOW
WHITE,MALE,FORTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,4,3,Racial Resentment Treatment Group,-1,3,2,N,N,N,N,Y,N,MID,MID
BLACK,MALE,THIRTIES,BACH,IND,YES,MOD,25k - 50k,YES,X,YES,SOUTHEAST,S_SUPPORT,S_SUPPORT,9,4,Linked Fate Treatment Group,3,1,3,N,N,N,N,Y,N,MID,LOW
WHITE,MALE,THIRTIES,ASSOC,IND,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,SUPPORT,6,5,Race Neutral Control Group,2,4,3,Y,Y,N,X,X,X,MID,LOW
WHITE,FEMALE,THIRTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,4,Retail Control Group,0,4,3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,S_SUPPORT,6,2,Race Neutral Control Group,2,2,2,Y,Y,N,X,X,X,MID,LOW
HISP_LAT,MALE,THIRTIES,ASSOC,DEM,YES,MOD,25k - 50k,NO,X,NO,SOUTHWEST,S_SUPPORT,OPPOSE,4,7,Retail Control Group,3,4,-3,X,X,X,X,X,X,HIGH,MID
WHITE,X,THIRTIES,MAST,IND,YES,LIB,51k - 100k,NO,X,YES,NORTHWEST,S_SUPPORT,OPPOSE,3,3,Linked Fate Treatment Group,0,4,3,Y,N,N,N,Y,N,MID,MID
WHITE,MALE,TWENTIES,BACH,DEM,YES,MOD,25k - 50k,YES,X,YES,SOUTHWEST,S_SUPPORT,S_SUPPORT,8,1,Race Neutral Control Group,2,-1,3,Y,Y,N,X,X,X,MID,LOW
WHITE,MALE,TWENTIES,BACH,IND,YES,MOD,0 - 24k,NO,X,NO,NORTHWEST,NEITHER,OPPOSE,6,7,Race Neutral Control Group,0,4,3,Y,Y,N,X,X,X,HIGH,LOW
WHITE,MALE,FORTIES,MAST,IND,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,2,3,Linked Fate Treatment Group,-1,-3,3,Y,Y,Y,Y,N,Y,MID,MID
WHITE,FEMALE,TWENTIES,BACH,REP,YES,MOD,51k - 100k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,4,3,Race Neutral Control Group,1,4,-2,X,N,N,X,X,X,MID,MID
WHITE,OTHER,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,6,7,Racial Resentment Treatment Group,2,4,3,Y,N,N,N,Y,N,HIGH,LOW
WHITE,FEMALE,TWENTIES,BACH,REP,YES,CON,25k - 50k,YES,X,YES,MIDATLANTIC,S_SUPPORT,S_SUPPORT,-1,0,Linked Fate Treatment Group,2,2,-2,Y,N,Y,Y,N,Y,MID,HIGH
MIXED,FEMALE,TWENTIES,BACH,IND,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,0,7,Linked Fate Treatment Group,1,4,3,Y,N,N,N,N,N,HIGH,MID
